No,TEXT,True Label,Predicted Label
241,"dikasih Fakta dan Data yang Valid mereka para Pemuja Rezim Jokowi Tidak akan percaya dan tak akan mengakui Fakta-fakta Data tersebut, dikarenakan SDM mereka memang Rendah. Kalo gak SDM rendah kayaknya mereka memang tidak mau mengakui Fakta dan Data😅<br><br>Imam Syafi&#39;i pernah berkata: <br>&quot;Saat kamu menyampaikan kebenaran, maka kamu akan menemukan 2 reaksi yang berbeda&quot;:<br>&quot;Orang yang cerdas akan merenung<br>Orang yang bodoh akan tersinggung&quot;.<br><br><br>Biarkan mereka suatu saat akan menyesal, salah satu contohnya adalah inul Daratista, baru baru ini inul menyinggung Rezim Jokowi karena perihal masalah Kenaikan Pajak, sehingga bisnis inul diseluruh Indonesia harus terkena dampak kerugian yang disebabkan oleh kenaikan Pajak yang disahkan oleh pemerintahan Rezim Jokowi.<br>Tetapi karena video inul yang menyinggung Rezim Jokowi ini viral, tidak lama setelah itu si Luhut tangan Kanan Jokowi bersuara dan menanggapi permasalahan Pajak dan Video inul yang viral tersebut.<br>Si Luhut langsung menyatakan bahwa akan mengevaluasi masalah Pajak yang naik tersebut.<br>Cek aja videonya Inul yang Viral beberapa bulan lalu, padahal inul dari dulu sudah sangat membangga-banggakan Jokowi, tapi akhir-akhir ini dia merasa menyesal karena telah Rezim Jokowi telah merugikan Bisnis Usahanya😅<br>Dan benar kata orang orang, &quot;Penyesalan itu selalu di Akhir&quot;😊",0,0
242,Terus terang nya pola pikir rakyat Indonesia harus berubah melihat negara asing yang maju walau banyak resiko itu dari dampak membangun negara dan rakyat ..jangan picik pikir ya ..berpikirlah maju agar keturunan rakyat Indonesia bisa menikmati ke depan sebagai negara superpower maju moderen sukses merdeka...jangan kaya berpikiran otak lampu  3 -5  Watt.....Indonesia harus terang ...lampunya seperti bintang yang terang ..ok.. merdeka salam kebangsaan..,0,0
243,"Sumber alam Indonesia di fungsikan untuk membangun negara dan bangsanya semoga tidak ada korupsi lagi harapan saya , kita sebagai rakyat",1,1
244,Jadikan Indonesia sukses membangun negeri dan rakyat bangsanya ..jangan mlempem kaya otak kerupuk kena angin.....,0,0
245,Kalau Indonesia mau maju dan menjadi negara maju dan modern saran saya bangunan kota kota besar di Indonesia yang berpotensial...terus terang aku acungkan jempol ide Jokowi...yg merayat dan memajukan negara dan rakyatnya ..semoga pada sadar  yg belum ngarti jangan tertinggal ...masyarakat kita harus berubah sikap...menuju Indonesia maju...berteknologie...dan bangun banyak pabrik datang kan investor asing yg setuju...otomatis kalau kota kota besar di Indonesia ramai di bangun ya ramailah pekerjaan pasti ada kuliner pasar baru dan pedagang K 5 dadakan atau alih profesi usaha...hayo semangat maju jangan mangkrak di dukung...lamban pikirannya ..ketinggalan  pasti ..lihat tuh Singapura atau Dubai..arab yg sudah mendahului kita bangsa Indonesia ..bisakah kita harus maju...? Pikirkan ..? Bersama Indonesia maju,0,0
246,Menurutku bakalan maju nyaingi jakarta ..karena Mega proyek akan di bangun di Kaltim bukan kota Kaltim saja seluruh kota besar yang potensial ada sumber pertambangan minyak dll pasti akan di bangun pemerintah yg menggantikan Jokowi...minimal sekelas Jokowi syetem kinerjanya membangun negara dan rakyatnya bukan protes melulu ..bangun negara untuk rakyatnya agar maju negara ini....jadi pengganti Persiden harus bisa mengembangkannya ke seluruh nusantara,0,1
247,"Ikn penting <br><br>Corona sudah <br>usaha bangkrut sudah <br>Cari uang susah masih <br>Terlilit pinjol masih <br><br>Jangan sampai anak sampai cucu kami ketinggalan  kemajuan  negara karna lingkaran kemiskinan yang di rasakan sekarang <br><br>Tolong lah di bantu dulu CONTOH pekerjaan , pendidikan .<br>Jangan sampai penikmat hanya orang luar dan segelintir orang .",0,0
248,Intinya adalah hapuskan OUTSOURCING di indonesia udh itu aja ibu kota mau pindah ke mana selagi ada outsourcing pasti rakyat sengsara,1,1
249,Persatuan dan kesatuan bangsa Indonesia yang sangat penting bagi rakyat Indonesia,1,0
250,"Sampe sekarang aku masih menunggu program pak jokowi selama 2 periode meningkatkan taraf hidup masyarakat petani dan nelayan., sayang pupuk makin mahal lahan dikuasai perusahaan, dan cukong,  nelayan tetep aja gak bisa ngelaut karena gak punya kapal. Gak kesentuh. Lagian siapa yg untung dengan proyek IKN?,  ya ujungnya  para cukong yg itu itu aja. Orang kebanyakan tak berhubungan sih ibu kota mau dimanapun. Yg dibutuhkan pembangunan yg merata dan memihak masyarakat  kelas menengah kebawah yg masih menjadi masyarakat mayoritas di negeri ini. Yg buat konten sih bagus bagus aja apalagi dah ketemu sama pak Jokowi yg katanya wakil dan pejuang wong cilik. Iya sih emang pak Jokowi wong cilik dan naik jadi presiden juga karena wong cilik. Nanti penerusnya ( anak anak nya juga ya sama aja . ....so  sukses deh admin  anda punya bakat jadi influencer.  Minimal anda akan jadi tim sukses yg handal....good luck",1,1
251,Kalimantan kan paru2 dunia... Ngapa lu gak bangga?,0,0
252,"Kata kuncinnya: Green city, kendaraan listrik, populasinya di kontrol.<br><br>Apa artinya green city yg dimaksudkan di IKN? Dan kenapa harus mobil listrik? Apa betul semua yg serba listrik sudah pasti green? 🫠 <br>Apa yg dimaksud populasinya di kontrol disini? Akankah seperti di cina waktu dulu dimana siapapun yg punya 2 anak harus bayar denda? Apakah itu tidak merusak ham?",0,0
253,Nonton dirty vote. Menggabungkan beberapa data dan dihasilkanlah kesimpulan. Saya liat cara channel anda dan dirty vote sama. Yaitu mencari sumber  berdasarkan informasi yang sudah ada. Sama2 valid n bukan hoaks tentunya. 😅😅 bedanya respon penonton..,1,1
254,"Semoga IKN akan sukses dan selesai, ini project bagus untuk Indonesia. Jakarta sudah sangat banyak masah mulai dr padat, macet, polusi, tanah yg mulai akan terancam tenggelam. Dan Indonesia Jawa centris, kalau di pindah ke Kalimantan bisa mengurangi masalah jakarta dan java centris. Semoga bisa sukses",0,0
255,Kejauhan mendingan  uangnya / hak aku kirim ke aku   : ts     semuanya🙏🙏🤲🤲👍👍👍🏻👍🏻🏞🏞🛩🛩🧱🧱🏟🏟⛴⛴🏗🏗🏝🏝🛫🛫🧭🧭🛥🛥🏛🏛🏔🏔🚁🚁🏘🏘🗺🗺✈✈🌐🌐🌎🌎🌏🌏🌍🌍,0,0
256,"percuma di jelasin ke manusia sakit hati akut biar sampai berbusa pun nggak guna...... karena bagi mereka daun jatuh pun salah jokowi.....<br>mereka caci-maki sekarang tapi setelah jadi ikut menikmati contoh jalan tol,kereta cepat",0,0
257,"Itumah buzer penganguran yg bisanya rebahan,.",1,1
258,"Dan sekarang, dijawab dengan datangnya prabowo-gibran🎉",0,0
259,Ya kalo yg gak tau tentang perekonomian dunia pasti akan tanya buat apa IKN di bangun mungkin pedagang kaki lima malah lebih tau dari pada kalian yg masih bertanya tanya,0,0
260,"Sya itu ga spnuhnya ga stju mslah ikn sih 60 stju 40 nggak stju,,krna bnyak jg prtmbngannya aplgi budget ikm 400 T skian ga sdkit gtu kan tau kan yah ngrahnya kmna,,dan tmbul pertnyaan lain lagi ini nnti seimbg nggak utk prgres kdpannya itu yg sya gatau gencr dprtmbngan tpi slma ini blum ada dmpak yh sgnifikan yg drskan msyrkat dan dri stu jga tmbul mslah2 bru lagi jga kan sya cmn mau tau dgn jelas progresnya ikn nnti nya kek gmna seimbng hsil nya itu dgn angka htang ngra udah dstu aja",0,0
261,Tapi utang Indonesia. Bengkak.,0,0
262,Negaraku la indonesia aq bangga dengan negaraku,0,0
263,LU BLM TAU AJAH BRO.. MALUKU TENGGARA PUNYA PASIR PUTIH TERHALUS NOMOR 1 DI DUNIA 😅😅 <br><br>POV NO. 1 PASIR PUTIH HALUS DI DUNIA.. GARIS BAWAHI DUNIA YG LU BANGAIN 😂😂,1,0
264,Keren banget bang terimakasih inponya👍🔥🙏,0,0
265,Hari ini baru nonton ini chanel hari ini juga hari yg bahagia karena ( walaupun sementara ) ada yg mau melanjutkan pembangunan IKN .....02 yes !!,0,0
266,"&quot;Hal yg paling gue takut, dan gue berharap ini gak terjadi adalah kalian nggak subscribe.&quot;<br><br>Langsung cek tombol subscribe😂",1,1
267,Tolong tetap dijaga hutan nya yaa.. 🥺<br>Semoga tetap terjaga 🤲🤲,0,0
268,"Really love this analizing, thank you so much raymond ❤",1,0
269,"Saya paling setuju dgn IKN, lbh baik membangun d ruang baru drpd menata yg sdh amburadul. Dn bangsa besar perlu manajemen yg baik",0,0
270,"IKN Buang Buang Uang Katanya ,, itu seperti sebuah keluar ortu udah punya mobil tapi si anak ngotot di beliin mobil kan sama fungsinya😂😂😂 realistis aja boa",0,1
271,Libatkan mahasiswa dalam monitoring.....,1,0
272,"Bgini aja, uang itu buat dipake bukan buat di simpen doang, klo disimpen malah rugi, uang itu harus berputar agar nilainya naik",1,0
273,Apa yg gak bisa di dunia ini ...<br> Kan kita punya tambang. Nikel batu bara. Dll..dari situkan bisa kita bangun ikan.😀😀😀😀😀,1,1
274,"Kalau engga sekarang dimulai mau kapan lagi, kalau penerusnya orang-orang pecundang atau bodoh pasti ciut ga bakalan sanggup ngelanjutin soalnya pikirannya ga nyampe, kecuali hanya orang-orang yang berfikiran maju yang sanggup melanjutkannya,",1,0
275,Ekonomi untuk siapa bg? Untuk para org elit para bangsawan gtu maksudnya?😅😅😅,1,0
276,"Pertanyaan pertama apakah IKN ini urgent banget untuk dibagun ketika ada permasalahan² mendasar yang masih belum teratasi,, kalau pun itu urgent, akan timbul pertanyaan ke dua, apakah konse itu harus dilakuka dengan membuka lahan baru di areal hutan, sedangkan di sekitar daerah tersebut sudah ada kota² yang eksis, kenapa kita tidak memaksimalkan kota² tersebut, kita tidak akan mula dar nol, pendanaan akan jauh lebih hemat, saya pribadi berpedapat bahwa konse tersebut jauh lebih bija ketimbangan membangun kota baru dari awal seperti IKN saat ini.",1,1
277,Buat apa di sorot dunia tapi raknyat sendiri masih tinggal kolong jembatan 😢😢😢,0,0
278,siapa kira kira yg bisa bikin rakyat ga tinggal di kolong jembatan?,0,0
279,hal paling bisa di banggakan nomor 1 di dunia yg ad di indonesia adalah musik KOPLO,0,0
280,"capres no.2 no.3 lanjut IKN, tapi capres no.1 perubahan ga lanjut IKN (bahaya)",1,1
281,Saya sebagai kepala biro pengguran se-Indonesia bangga jika  ibu kota pinda . Saya iri melihat pulau jawab trus yang dibangun bila perlu ibu kota pinda ke papua biar ramai  pembangunan di Papua sana,1,1
282,Saya orang Sunda Lebak Banten dan merantau dikalimantan terus terang Kalimantan itu daerah yg sangat strategis untuk kemajuan Indonesia karena daerah ini mempunyai banyak kelebihan dibanding pulau lainya. Pokonya mantap banget pembangunan IKN ini.,0,0
283,"IKN, dengan pernah punya Presiden kayak Pak Jokowi",1,1
284,Mantap lh ikn klu ada ngomong aneh2 ikn is the best,1,1
285,"Bangun IKN itu ada duit nya gak.<br>Ujung2nya rakyat jadi korban.<br>Harga2 mahal,pajak dinaikkan.",1,1
286,nonton full ga bang? kalo nonton sampe abis pasti dapet jawabannya,1,1
287,"soal pemerataan dgn ibu kota pindah,sepertinya ga pindah juga bisa pemerantaan yg setara.",1,1
288,"Klo kritis, kenapa harus bangun ibukota baru? Kenapa ga pindah saja ke kota yg sudah ada, dimajukan dan dijadikan ibukota..??",1,1
289,"kalo kritis, kenapa pindah ke kota yg udah ada? bangunan bangunan yg udah ada harus dihancurkan untuk bikin bangunan baru, dan biaya hancurin bangunan sama kaya bikin bangunan baru dan itu ga efektif.",1,1
290,salah satu statement ko raymond yg bener terjadi adalah thn 2023 sulit jual properti di luar kpr ya,1,1
291,Keren infonya mas bro. Thanks,1,1
292,Lebih baik ada proyek IKN daripada tidak ada proyek. Duitnya juga mau buat apa kalo tidak ada proyek? Daripada dikorupsi mending buat bangun IKN,1,1
293,Ga masalah mu bangun apa yang utamakn kesehatan pendidikan keamanan dan keadilan rakyat lebih utama .buat apa bikin yang WAH kalo rakyat masih susah dan serba mahal dan sulit apalagi hidup masih cara ngutang,0,0
294,ada dong punya kita yg nomer 1 di dunia.. sungai terkotor di dunia itu sungai ciliwung wkwkwkkw,1,1
295,Apa indonesia emas mikir jawab ...jawab kenapa indonesia ke 4 ekonomi di indonesia ...ha ha ...pasar di jadikan penjualan mereka ...pake otak akal sehat. ..500 triyun ...ingin pindah karena belum bisa . Harus indonesia sentris ..bukan ikn sentris ...indonesia di jadikan konsumen oleh negara lain ...booong jakarta akan tenggelam dari dulu pada bilang jakarta tenggelam hoax ..ha ha. ..kalau ada abrasi tanggul .,0,0
296,"Mantap bang, gua suka gaya lu bang,,, satu. Pemikiran,, ingin mendukung calon presiden yang menjalankan pekerjaaan yang belum selesai",1,1
297,"Kalo orang sadar, sesuatu yg besar memiliki resiko yg besar, manusia manusia sukses adalah manusia yg berani memgambil resiko, sekian",1,1
298,"Tujuannya pembentukan IKN positif. Cuman saya sebagai rakyat kecil, apakah keuangan Indonesia sudah kaya raya? <br>Karena majunya suatu negara bukan hanya tergantung pada ide/ kebijakan presiden dan pemerintahannya akan tetapi pada watak dan karakter bangsanya terutama generasi muda Indonesia. <br>Kalau melihat peringkat indeks pembangunan SDM Indonesia di dunia masih di peringkat ratusan. <br>So kalau pemerintahan sudah ngasih fasilitas begitu nge gas poll... tinggal generasi muda Indonesia nya bangkit mengejar ketertinggalannya jangan kebanyakan mager, jangan terlena, malas-malasan",0,0
299,"Ada 1 lagi ko Raymond. <br><br>ALASAN KUAT PRO IKN. <br><br>MENGEMBANGKAN kota JAUH LEBIH MAHAL daripada MEMBUAT KOTA BARU !! <br><br>Mengembangkan kota biasa menjadi kota besar, contoh Jakarta 40 tahun lalu, menjadi Jakarta yang sebesar sekarang, JAUH LEBIH MAHAL. <br><br>1. Pembebasan lahan (rumah yg sudah ditinggali pembeliannya sangat mahal, apalagi tanah di jalan utama.) <br>2. Pelebaran jalan, perapihan jaringan jalan. <br>3. Pengadaan baru, pengembangan dan perbaikan (maintenance) jaringan kota (listrik, drainase, air bersih, internet) <br>4. Penertiban warga penduduk liar (isu penggusuran dan penyediaan penampungannya) <br>5. Perbaikan masalah ekologi/ lingkungan dan cuaca, kerugian banjir, dan bencana lainnya<br><br>TOTAL TOTALNYA JAUH LEBIH BESAR NILAINYA. Karena kota kecil di awal semuanya serba sederhana. Untuk jadi besae perlu banyak usaha. <br><br>Tanyakan sama SEMUA PENGEMBANG HEBAT di Indonesia (bahkan dunia) pilih kembangin kota atau langsung buat kota besar? <br><br>Kita perlu belajar dari pengembang besar, yang langsung membuat kota/ masterplan yang baik dari awal, seperti Sinarmas, lippo, summarecon, dll. <br><br>Memang harga bangun kota baru begitu bursting anggarannya. Dan sangat bisa dipakai untuk komoditas politik. <br><br>Untuk kota2 lain, biar kan berkembang secara organik, diperbaiki, semakin besar dan maju tidak dengan DIPAKSAKAN.",1,1
300,"IKN terlalu banyak pengorbanan.jika gagal akan membuat semua jd hancur.terlalu banyak hutang negara disini .hrs dilanjutkan,semoga selesai dgn baek siapapun presidennya hrs diselesaikan dgn baik",0,0
301,"Sy setuju pemerataan ekonomi kami orang lombok merasakan setelah di bnagun nya sirkuit GP mandalika ,,presiden terbaik pak jokowi sehat selalu panjang umur❤",0,0
302,Anak anak muda yang seperti ini harus menjadi penerus bangsa untuk memajukan bangsa kita,0,0
303,"IKN , Ibu kota negara yang menjadi kebanggaan kita",1,1
304,"Biarkan aja orang yg dengki dan iri terhadap pembangunan IKN,jujur selama presiden sebelum nya kita tetap berhutang tp di jaman pak jokowi pembangunan merata dimana mana dan presiden nya datang ke daerah yg jarang di datangi oleh presiden sebelum nya❤❤❤",1,1
305,ADA YAITU PANCASILA DAN PEMBUKAAN UUD 1945,0,0
306,Apa iya investor asing mau sama pembangunan IKN ? Sedangkan belom lama kmrn pak jokowi bilang belom ada investor asing trus dia mau galakin investor lokal buat mancing investor asing ? Wkwk djarum aja ngebantah kalo mereka invest ke IKN wkwk,1,1
307,"Ohiya gua juga setuju ibu kota pindah pusat pemerintahan pindah tapi lo selesaiin dulu masalah yg masih ada dan banyak baru mau pindah, kalo ikn ampe gagal lo bukan cuma gak selesaiin masalah yg ada tapi bikin masalah baru",1,1
308,Siapapun Capresnya Pasti akan lanjutin IKN.,1,1
309,"Cita cita dari soekarno hanya jokowi yg bisa merelealisasikan ikn karena langkah dan ucapan soekarno hanya ada di pa jokowi , megawati sekalipun sebagai anaknya hanya simbolisasi saja sebagai sukarnoisme termasuk kadernya ... Untuk itu salut dan terima kasih buat pak jokowi atas apa yg telah diperbuat untuk bangsa indonesia .<br>Terima kasih jokowi ❤❤<br>Jokowi sukarno yg sesungguhnya ❤❤",1,1
310,"bangga  pada keahlian bohongnya...hingga jutaan orang kena prank...<a href=""UCkszU2WH9gy1mb0dV-11UJg/2sIfY8vIG8z96ALulYDQDQ""></a>",0,0
311,"Intinya ancaman paling besar paling mentok full d Anis, sangat berbahaya, karna Ndak jelas mau d bawa kemana negara ini",0,0
312,Yang penting cuma 1 &quot;MENJADI TUAN RUMAH DI NEGERI SENDIRI&quot;. Ngertikan yang saya maksud.!,0,0
313,"Klo denger cerita dan pemaparan bgni enak ya, andai aja ngga ada korupsi di Indonesia, andai aja seluruh jajaran pemerintah dan wakil rakyat pada lurus, andai aja semua rakyat cinta damai, indah keknya. Jangankan IKN, semua rakyat jg bsa sejahtera.",0,0
314,"Eksekusi yang bagus dalam video ini mencakup apa aja ni bro. Apakah sudah mencakup, dampak ke alam,  hingga sampai ke masyarakat pribumi di sekitar sudah dikaji dan dituntaskan dengan baik blum? Ini salah satu contoh <a href=""https://www.youtube.com/watch?v=yztD26Z7FzY"">https://youtu.be/yztD26Z7FzY?si=zG4_UMTbP7ciXZGJ</a>",1,1
315,"Logika nya simpel bg , lu fokus bangun 1 kota jadi kota maju , apa lu pilih 24 kota berkembang buat jadi maju , nah lu pilih mana , merata apa menajam ?",0,0
316,"setuju, liat fakta n data apapun bukan ikn aja, termasuk saat liat fakta n data kondisi sosial saat ini.",1,1
317,"Sama, awalnya jg gw gak setuju adanya IKN. Tp setelah gw cari tau lebih bnyk, ditambah penjelasan sejarah dan awal mula pemerintah memutuskan membangun IKN dr pak Ridwan Kamil, terlebih dia yg bertanggung jawab nyetujuin desain2 bangunan yg ada disana. Gw setuju, karena gw jg salah satu penggemar pak Ridwan dr hasil karya/desain yg udah banyak dia bangun. Semoga, siapapun presidennya tetep ngelanjutin IKN biar dana yg udah terpakai gak kebuang sia2. Dan kalo itu terwujud akan jd pusat destinasi dunia. Keren..",0,0
318,"Menurut gw :/, pemerintah lebih Fokus menyelesaikan pembangunan ikn Nusantara secepat mungkin daripada Fokus menyelesaikan semua pemerataan pembangunan di seluruh Indonesia dari Sabang sampai Merauke, masuk akal kenapa jalan tol Sumatera gak selesai dan jalan trans Papua gak selesai dan juga sirkuit Mandalika mengalami kerugian besar dengan fasilitas yang tidak memadai dan pembangunan pulau Bali gak selesai sampai hari ini, berarti Indonesia emas di tahun 2045 malah ikn Nusantara yang doang untuk kemajuan Indonesia Raya dan ikn Nusantara untuk siapa, mungkin untuk khusus orang politik dan khusus orang yang paling kaya raya yang laya untuk ditinggalin di ikn Nusantara, makes sense :/",1,1
319,Well sebanyak apapun edukasi ke pembenci cma bakal jadi sia2…,1,0
320,"Andaikan Para Pemilih Itu Cerdas Semua, Maka Mereka Akan Bisa Memastikan Bahwa Program Makan Siang Gratis, Internet Gratis dan Lain2 Yang Gratis Itu Adalah Janji Yang Tidak Mungkin Semua Direalisasikan. Ini Saja Untuk Memuluskan Proyek Ambisius IKN Saja Udah Kewalahan Mencarikan Dananya, Subsini Ini Itu Sudah Dikurangi bahkan Ditarik, Pajak Ini Itu Sudah Naik dan Yang Paling Terasa Adalah Pajak Operator Seluler Yang Naik 10%, Kemudian Lagi Kenaikan Harga BBM dan Lain2. Lalu Kalau Dipaksakan Program Gratisan Ini Dipaksakan Darimana Dananya, Yang Ada Rakyat Lagi Yang Akan Menanggung Akibatnya. Sadarlah Kalian Wahai Anak Bangsa, Jangan Terlalu Diperturutkan Ambisi Politikus Haus Kuasa Dengan Berbagai Janji Di Luar Logika dan Dengan Segala Cara. 😢",1,1
321,"Saya SEPEMIKIRAN sama lu broww.....TAPI SAYANG INDONESIA PUNYA NETIZEN YANG MAHA BENAR.....dan susah buat warga indonesia berfikir maju,buat kebaikan NKRI kedepannya....",0,0
322,"Nomor satu yang gue banggain Banyak Hutan di Indonesia ❤, sekarang 💔.<br>Bangga banget dulu film Jumanji tuh si Robin Williams nyasarnya ke Indonesia.",1,1
323,Saya salut sama brunai darusalam. Negara itu kecil tidak ada bangunan yang tinggi yg bagi sebagian orang gedung tinggi itu sebagai simbol negara maju tpi masyarakat brunei tidak punya itu tapi rakyatnya makmur sejahtra. Jika orang bertanya kepada orang brunei apa yang kmu banggakn di brunei jwbnnya kmi masyarakat yg makmur sejahtra,0,0
324,Paslon 1 akan hancurkan proyek IKN ini..malah akan menampung pengungsi rohingya di pulau galang... Jd apa yg akan d banggakan indonesia? Rohingya!!! 🎉,1,1
325,Sangat sangat penting ibu kota negara dipindah ke kalimantan,0,0
326,"Yang dikenal indonesia di dunia : Bali, masyarakat ramah, negara yg nyaman untuk tinggal, dan banyak lagi.<br>Pindah ibu kota saya setuju, tapi apakah harus dengan anggaran 500 T disaat kondisi krisis, dan kenapa harus dikalimantan 😂.",1,1
327,"400-an T? Wkwkwkk, setelah ganti menteri itu 1400 T",1,1
328,"Oi, emng agak telat ya gw nanyak, ni orang yang tinggal dan menjadi penduduk disana, itu prosesnya gmn? Transmigrasi? Kayak, penduduk itu mudah di pindah aja, kek siapa yang punya aset daj di pindah di sana, bagaimana perkembangan penduduknya, ini dunia nyata ya, anggep aja rise of empire lah game, nah nah, coba jelasain prosesnya",0,0
329,"Gue dukung. Kita bukan meninggalkan Jakarta, tapi kita menyelamatkan Jakarta. Jakarta udah kritis, kalau dibiarkan 50 tahun kedepan lagi mungkin udah jadi sea-world. Mau dipertahankan? Silakan, pake metode apa? Tanah kita udah merembes kedalam, mau dinaikin pake apa? IKN dipilih bukan oleh orang tolol, ada penerapan berbagai disiplin ilmu disana, salah satunya geologi, apakah lokasi itu aman dari potensi gempa atau tsunami dsb. Posisi IKN juga lumayan ditengah antara Sabang-Merauke. Jadi saya dukung IKN sepenuhnya.",0,0
330,"IKN hanya keinginan bukan kebutuhan. Soekarno ingin memindahkan ibukota dalam sejarah karena ancaman dari kolonialisme. presiden selanjutnya hanya kena efek soekaroisme, seakan-akan pemikiran soekarno wajib di realisasikan. Ngomongin ekonomi ke-4 terbesar di dunia, kalo cuma ekonomi sebagai &quot;pasar konsemen&quot; apalah artinya, produk asing, meskipun made in indonesia tetap saja mayoritas produk asing, sampai kapan kita menjadi negara &quot;pasar konsumen&quot;. Apakah kemakmuran dan kesejahteraan rakyat terjamin kalo indonesia menjadi negara maju dan menjadi ekonomi terbesar ke-4 dunia ?",0,0
331,"Cek fakta siapa yang untung dan rugi di Chanel Narasi Newsroom tentang IKN. Menurut saya ini bukan tentang apa yang ingin dibanggakan, sebuah kebanggaan ego sektoral yang dipaksakan kepada rakyat, kebanggaan itu harus lahir dari rakyat, dan bukan tentang kemegahan pembangunan, tetapi tentang kedaulatan rakyat. Satu hal yg saya banggakan tentang Indonesia pada Dunia, adalah Pancasila, yang sekarang ini hanya menjadi sekadar simbolis dan alat politik. <br><br>Sy setuju IKN bung, dengan syarat ditindak ulang regulasi, proses operasional dan AMDAL, dan ada kepastian hak untuk masyarakat kecil di sana, saudara yang terdampak di kalimantan.<br><br>Pembangunan Istana di atas penderitaan dan ketidakberdayaan rakyat bukanlah pembangunan, tetapi perampasan.<br><br>Disclaimer, Just My opinion, sebaiknya audiens di sini juga pergi cek fakta² tersembunyi lainnya tentang IKN di kanal² investigasi dan jurnalis.",1,0
332,"Oke aku setuju.. opini harus di bangun dari fakta... agar  saat kita berkomentar , bisa tepat sasaran dan akhirnya mendekatkan kita pada solusi dari opini tersebut",1,1
333,"pasti si om yg punya asset di Jakarta akan bikin konten utk kontra IKN 😂😅<br><br>sisi positif IKN sangat banyak, salah satunya pemerataan.",1,1
334,Semoga pak prabowo gibran jadi presiden agar bisa melanjutkan program IKN Aamiin,0,0
335,"IKN cuma buat dibanggakan Negara lain? Kehidupan yg nyaman buat kalangan elit bukan rakyat.<br>Cuma buat simbol Negara? Masih banyak rakyat yg menderita.<br>Jakarta tidak kondusif, banyak masalah? Terus kabur ke kalimantan?<br>IKN buat dibanggakan anak cucu? Yg untung pejabat malah, bahkan dari sebelum IKN jadi.<br>Anak cucu butuh keadilan, kemakmuran, bukan yg dibanggakan doang.<br><a href=""http://www.youtube.com/results?search_query=%23salamperubahan"">#salamperubahan</a>",0,0
336,Kau ambil contoh negara orng lain..ttpi korupsi nya g kau bandingkan..beda lah bro..,1,1
337,"KENAPA INFLUENCER , KONTEN KREATOR SANGAT BANGGA DENGAN KONTEN YANG PRO PENGUASA ? TETAPI TAKUT DAN JIJIK UNTUK MEMBERITAKAN RAKYAT YANG TIAP HARI NYA BELUM TENTU DAPAT SESUATU UNTUK DI MAKAN .",1,1
338,Semoga nanti prabowo eksekusi IKN nya makin kenceng 🙏,0,0
339,Buang buang bagai mana kalian di Jawa saja karena bagian timur dan tengah agar ada pemerataan ekonomi ini bukan berjubel di Jawa saja.,1,1
340,Bayaran kau influenser banyak kalou di bandingkan sama petani kecil yg dapat bansos tapi semua harga2 mahal.. cek satu persatu harga kenaikan harga pangan...wey dari taun ketauan...,0,0
341,Bang indonesia udah nomor 1 yaitu negara islam terbesar,1,1
342,Negara belum mensejahterakan rakyat kok malah bangun IKN ...<br>Masalah di masyarakat bawah banyak.... misalnya subsidi pupuk berkurang lebih dari 50%  BPJS mandiri diwajibkan...BBM SUBSIDI susah... Jangan membanggakan bisa bersanding presiden... Coba bersanding rakyat bawah...,1,1
343,ikn dan hilirisasi harus tetap dipertahankan untuk 2045,1,1
344,dari pada duit dikorupsi sudah tepat PK Jokowi buwat ibu kota Nusantara mantap lanjut terus kalau nak kritik koruptor ini simbul dikritik lucu didukung biar tmbah disegani dunia..,1,1
345,Harta karun terbesar berada di tempat IKN di bangun. Oercaya atau tidak pasti percaya,1,1
346,Masih banyak yg kekurangan sekolah dan puskesmas dan rumah sakit dan masih banyak lagi orang menengah kebawah yg sulit dapat pekerjaan masih mikirin IKN contoh negara yg ngaku kaya tapi banyak utang jangan banyak omong kosong lah sini ngobrol sama masyarakat bawah biar pada tau kebutuhan masyarakat Indonesia sebenarnya yaitu kesejahteraan dan kesetaraan dalam segala hal,0,0
347,Pendapatmu membuat kita makin yaqin. IKN akan jd kebanggaan kita bersama di th 2040. InsaAllah,0,0
348,ini kelasnya negara kalo bari triliun belom quadraliun masih normal .. Jika masih ada pemikiran triliun itu angka besar untuk negara berarti minsetnya masih dangkal...,1,1
349,kita kawal terus pembangunan ikn.kita pantau biyar progres nya maksimal tidak ada kata macet.apa yg sudah menjadi komitmen bersama harus diwujudkan untuk mencapai Indonesia emas.doa ku untuk Indonesia ku tercinta...,1,1
350,klo saya melihat itu IKN dibangun sebagai pohon uang bagi indonesia.. yaitu dengan masuk ny banyak investor ke kita.. nah baru dari hasil investasi tersebut bisa dipakai untuk &#39;kebutuhan yang lebih penting yg lain&#39;.. nah tapi yang dikhawatir kan adalah kalo proyek ini di hentikan.. atau di halang2i atau di ganggu progress ny.. maka yg terjadi adalah duit investor itu akan lenyap sia2.. pembangunan yg sudah berjalan akan percuma.. dan kedepan ny indonesia tidak akan dipercaya lagi oleh para investor..,1,1
351,"Terserah orang yiyir apapun yg penting kami dukung IKN,terima kasih bpk presiden Jokowi semoga sht sllu bapak presiden Amin.",0,0
352,"Siapapun itu harus lanjut IKN, negara kan rugi jika tidak lanjut, ini sudah dimulai dan harus diselesaikan. tidak usah berdebat lagi",1,1
