komentar,label,cleaned_text,casefolding,text_tokens,stopword_removal
Terimakasih sdh datang ke calon IKN ..jangan lupa bayar pajak...krn bangun IKN pake duit hutang berbunga,1,Terimakasih sdh datang calon IKN jangan lupa bayar pajakkrn bangun IKN pake duit hutang berbunga,terimakasih sdh datang calon ikn jangan lupa bayar pajakkrn bangun ikn pake duit hutang berbunga,"['terimakasih', 'sdh', 'datang', 'calon', 'ikn', 'jangan', 'lupa', 'bayar', 'pajakkrn', 'bangun', 'ikn', 'pake', 'duit', 'hutang', 'berbunga']",terimakasih sdh calon ikn lupa bayar pajakkrn bangun ikn pake duit hutang berbunga
"Beli alusista militet  aja kemarin habis 164T  , masa buat ibu kota aja itung2 an",1,Beli alusista militet aja kemarin habis masa buat ibu kota aja itung,beli alusista militet aja kemarin habis masa buat ibu kota aja itung,"['beli', 'alusista', 'militet', 'aja', 'kemarin', 'habis', 'masa', 'buat', 'ibu', 'kota', 'aja', 'itung']",beli alusista militet aja kemarin habis kota aja itung
"Lebih besar ke flop sih dari berhasilnya untuk proyek IKN ini, bukannya pesimis ya. Tapi emang ngga realistis aja karena ke pemimpinan bakal bergeser tahun depan. Saya 2periode pilih pak Jokowi, sebagai anak bangsa jujur saya bangga sekali sama program beliau yang sangat visioner dan berani selama dia menjabat. Tapi kita harus realistis juga banyak program beliau yang masih belum maksimal, masih banyak juga permasalahan dalam negeri yang sampe saat ini masih ngerangkak di tempat. Menurut saya tema “Perubahan” yang di usung pak Anies bisa nge cover kekurangan2 yang ada di era pak Jokowi. Tapi pertanyaannya apakah Anies mau melanjutkan proyek ambisius yang di usung pak Jokowi ini? Kalo untuk bacapres yang lain jujur aja kayanya emang kurang in my humble opinions. Pak Prabowo semenjak jadi mentri terlihat kerjanya, cuma kaya masih terasa aja bau orde baru nya. Saya secara pribadi ngga mau aja negara ini jadi balik lagi kebelakang, karena pak Jokowi udah cape2 juga mulai semuanya dari nol. Harus lupain yang dulu2 dan terus maju kedepan dan regenerasi. Mudah2an pengganti pak Jokowi layak buat mimpin kita semua kedepannya. Menurut saya untuk sampai saat ini ya cuma pak Anies yang cukup “decent” buat di harapkan jadi president.",0,Lebih besar flop sih dari berhasilnya untuk proyek IKN ini bukannya pesimis Tapi emang ngga realistis aja karena pemimpinan bakal bergeser tahun depan Saya periode pilih pak Jokowi sebagai anak bangsa jujur saya bangga sekali sama program beliau yang sangat visioner dan berani selama dia menjabat Tapi kita harus realistis juga banyak program beliau yang masih belum maksimal masih banyak juga permasalahan dalam negeri yang sampe saat ini masih ngerangkak tempat Menurut saya tema Perubahan yang usung pak Anies bisa nge cover kekurangan yang ada era pak Jokowi Tapi pertanyaannya apakah Anies mau melanjutkan proyek ambisius yang usung pak Jokowi ini Kalo untuk bacapres yang lain jujur aja kayanya emang kurang humble opinions Pak Prabowo semenjak jadi mentri terlihat kerjanya cuma kaya masih terasa aja bau orde baru nya Saya secara pribadi ngga mau aja negara ini jadi balik lagi kebelakang karena pak Jokowi udah cape juga mulai semuanya dari nol Harus lupain yang dulu dan terus maju kedepan dan regenerasi Mudahan pengganti pak Jokowi layak buat mimpin kita semua kedepannya Menurut saya untuk sampai saat ini cuma pak Anies yang cukup decent buat harapkan jadi president,lebih besar flop sih dari berhasilnya untuk proyek ikn ini bukannya pesimis tapi emang ngga realistis aja karena pemimpinan bakal bergeser tahun depan saya periode pilih pak jokowi sebagai anak bangsa jujur saya bangga sekali sama program beliau yang sangat visioner dan berani selama dia menjabat tapi kita harus realistis juga banyak program beliau yang masih belum maksimal masih banyak juga permasalahan dalam negeri yang sampe saat ini masih ngerangkak tempat menurut saya tema perubahan yang usung pak anies bisa nge cover kekurangan yang ada era pak jokowi tapi pertanyaannya apakah anies mau melanjutkan proyek ambisius yang usung pak jokowi ini kalo untuk bacapres yang lain jujur aja kayanya emang kurang humble opinions pak prabowo semenjak jadi mentri terlihat kerjanya cuma kaya masih terasa aja bau orde baru nya saya secara pribadi ngga mau aja negara ini jadi balik lagi kebelakang karena pak jokowi udah cape juga mulai semuanya dari nol harus lupain yang dulu dan terus maju kedepan dan regenerasi mudahan pengganti pak jokowi layak buat mimpin kita semua kedepannya menurut saya untuk sampai saat ini cuma pak anies yang cukup decent buat harapkan jadi president,"['lebih', 'besar', 'flop', 'sih', 'dari', 'berhasilnya', 'untuk', 'proyek', 'ikn', 'ini', 'bukannya', 'pesimis', 'tapi', 'emang', 'ngga', 'realistis', 'aja', 'karena', 'pemimpinan', 'bakal', 'bergeser', 'tahun', 'depan', 'saya', 'periode', 'pilih', 'pak', 'jokowi', 'sebagai', 'anak', 'bangsa', 'jujur', 'saya', 'bangga', 'sekali', 'sama', 'program', 'beliau', 'yang', 'sangat', 'visioner', 'dan', 'berani', 'selama', 'dia', 'menjabat', 'tapi', 'kita', 'harus', 'realistis', 'juga', 'banyak', 'program', 'beliau', 'yang', 'masih', 'belum', 'maksimal', 'masih', 'banyak', 'juga', 'permasalahan', 'dalam', 'negeri', 'yang', 'sampe', 'saat', 'ini', 'masih', 'ngerangkak', 'tempat', 'menurut', 'saya', 'tema', 'perubahan', 'yang', 'usung', 'pak', 'anies', 'bisa', 'nge', 'cover', 'kekurangan', 'yang', 'ada', 'era', 'pak', 'jokowi', 'tapi', 'pertanyaannya', 'apakah', 'anies', 'mau', 'melanjutkan', 'proyek', 'ambisius', 'yang', 'usung', 'pak', 'jokowi', 'ini', 'kalo', 'untuk', 'bacapres', 'yang', 'lain', 'jujur', 'aja', 'kayanya', 'emang', 'kurang', 'humble', 'opinions', 'pak', 'prabowo', 'semenjak', 'jadi', 'mentri', 'terlihat', 'kerjanya', 'cuma', 'kaya', 'masih', 'terasa', 'aja', 'bau', 'orde', 'baru', 'nya', 'saya', 'secara', 'pribadi', 'ngga', 'mau', 'aja', 'negara', 'ini', 'jadi', 'balik', 'lagi', 'kebelakang', 'karena', 'pak', 'jokowi', 'udah', 'cape', 'juga', 'mulai', 'semuanya', 'dari', 'nol', 'harus', 'lupain', 'yang', 'dulu', 'dan', 'terus', 'maju', 'kedepan', 'dan', 'regenerasi', 'mudahan', 'pengganti', 'pak', 'jokowi', 'layak', 'buat', 'mimpin', 'kita', 'semua', 'kedepannya', 'menurut', 'saya', 'untuk', 'sampai', 'saat', 'ini', 'cuma', 'pak', 'anies', 'yang', 'cukup', 'decent', 'buat', 'harapkan', 'jadi', 'president']",flop sih berhasilnya proyek ikn pesimis emang ngga realistis aja pemimpinan bergeser periode pilih jokowi anak bangsa jujur bangga program beliau visioner berani menjabat realistis program beliau maksimal permasalahan negeri sampe ngerangkak tema perubahan usung anies nge cover kekurangan era jokowi pertanyaannya anies melanjutkan proyek ambisius usung jokowi kalo bacapres jujur aja kayanya emang humble opinions prabowo semenjak mentri kerjanya kaya aja bau orde nya pribadi ngga aja negara kebelakang jokowi udah cape nol lupain maju kedepan regenerasi mudahan pengganti jokowi layak mimpin kedepannya anies decent harapkan president
Kalau sektor pendidikan dan kesehatan sudah ok baru bikin IKN. Apbn terbuang untuk nafsu belaka. Yakin saya ini proyek akan banyak temuan masalah dikemudian hari.,1,Kalau sektor pendidikan dan kesehatan sudah baru bikin IKN Apbn terbuang untuk nafsu belaka Yakin saya ini proyek akan banyak temuan masalah dikemudian hari,kalau sektor pendidikan dan kesehatan sudah baru bikin ikn apbn terbuang untuk nafsu belaka yakin saya ini proyek akan banyak temuan masalah dikemudian hari,"['kalau', 'sektor', 'pendidikan', 'dan', 'kesehatan', 'sudah', 'baru', 'bikin', 'ikn', 'apbn', 'terbuang', 'untuk', 'nafsu', 'belaka', 'yakin', 'saya', 'ini', 'proyek', 'akan', 'banyak', 'temuan', 'masalah', 'dikemudian', 'hari']",sektor pendidikan kesehatan bikin ikn apbn terbuang nafsu belaka proyek temuan dikemudian
"Tapi, isu soal UU IKN soal HGU dan HGB hingga ratusan tahun diberikan kepada investor itu gimana bang?",1,Tapi isu soal IKN soal HGU dan HGB hingga ratusan tahun diberikan kepada investor itu gimana bang,tapi isu soal ikn soal hgu dan hgb hingga ratusan tahun diberikan kepada investor itu gimana bang,"['tapi', 'isu', 'soal', 'ikn', 'soal', 'hgu', 'dan', 'hgb', 'hingga', 'ratusan', 'tahun', 'diberikan', 'kepada', 'investor', 'itu', 'gimana', 'bang']",isu ikn hgu hgb ratusan investor gimana bang
"Sebagai orang Jawa sy sdh merasakan strees nya ketika ke jakarta. Sumpek, padat, dan macet! Jika ada kota besar yg baru di luar Jawa dipastikan akan banyak orang yg datang ke kota yg baru yg menjanjikan. Contoh kota balikpapan dari waktu ke waktu sudah mulai seperti kota jakarta. Mulai padat",1,Sebagai orang Jawa sdh merasakan strees nya ketika jakarta Sumpek padat dan macet Jika ada kota besar baru luar Jawa dipastikan akan banyak orang datang kota baru menjanjikan Contoh kota balikpapan dari waktu waktu sudah mulai seperti kota jakarta Mulai padat,sebagai orang jawa sdh merasakan strees nya ketika jakarta sumpek padat dan macet jika ada kota besar baru luar jawa dipastikan akan banyak orang datang kota baru menjanjikan contoh kota balikpapan dari waktu waktu sudah mulai seperti kota jakarta mulai padat,"['sebagai', 'orang', 'jawa', 'sdh', 'merasakan', 'strees', 'nya', 'ketika', 'jakarta', 'sumpek', 'padat', 'dan', 'macet', 'jika', 'ada', 'kota', 'besar', 'baru', 'luar', 'jawa', 'dipastikan', 'akan', 'banyak', 'orang', 'datang', 'kota', 'baru', 'menjanjikan', 'contoh', 'kota', 'balikpapan', 'dari', 'waktu', 'waktu', 'sudah', 'mulai', 'seperti', 'kota', 'jakarta', 'mulai', 'padat']",orang jawa sdh merasakan strees nya jakarta sumpek padat macet kota jawa orang kota menjanjikan contoh kota balikpapan kota jakarta padat
"2024 saya pilih yang bisa melanjutkan, bukan merubah dan kembali dari 0",0,saya pilih yang bisa melanjutkan bukan merubah dan kembali dari,saya pilih yang bisa melanjutkan bukan merubah dan kembali dari,"['saya', 'pilih', 'yang', 'bisa', 'melanjutkan', 'bukan', 'merubah', 'dan', 'kembali', 'dari']",pilih melanjutkan merubah
Jokowi itu gak keren dan gak hebat yg jadi Jokowi bagus dia itu eksekutor yg di negara ini sangat sulit itulah yg membuat berbeda,1,Jokowi itu gak keren dan gak hebat jadi Jokowi bagus dia itu eksekutor negara ini sangat sulit itulah membuat berbeda,jokowi itu gak keren dan gak hebat jadi jokowi bagus dia itu eksekutor negara ini sangat sulit itulah membuat berbeda,"['jokowi', 'itu', 'gak', 'keren', 'dan', 'gak', 'hebat', 'jadi', 'jokowi', 'bagus', 'dia', 'itu', 'eksekutor', 'negara', 'ini', 'sangat', 'sulit', 'itulah', 'membuat', 'berbeda']",jokowi gak keren gak hebat jokowi bagus eksekutor negara sulit berbeda
"HGU 190 tahun gimana ceritanya bang? Baru 78 tahun merdeka, eh malah minta dijajah 190 tahun..",0,HGU tahun gimana ceritanya bang Baru tahun merdeka malah minta dijajah tahun,hgu tahun gimana ceritanya bang baru tahun merdeka malah minta dijajah tahun,"['hgu', 'tahun', 'gimana', 'ceritanya', 'bang', 'baru', 'tahun', 'merdeka', 'malah', 'minta', 'dijajah', 'tahun']",hgu gimana ceritanya bang merdeka dijajah
"Warganet yg nyinyir  sprtinya blum kenal Neom the line kota masa depan Arab saudi 😅. Di nyinyirin seluruh dunia, Anggarannya gila2an. Konsepnya dipertanyakan smpai dbulang penjara yang akan mangkrak tpi tetap dibangun.",0,Warganet nyinyir sprtinya blum kenal Neom the line kota masa depan Arab saudi nyinyirin seluruh dunia Anggarannya gilaan Konsepnya dipertanyakan smpai dbulang penjara yang akan mangkrak tpi tetap dibangun,warganet nyinyir sprtinya blum kenal neom the line kota masa depan arab saudi nyinyirin seluruh dunia anggarannya gilaan konsepnya dipertanyakan smpai dbulang penjara yang akan mangkrak tpi tetap dibangun,"['warganet', 'nyinyir', 'sprtinya', 'blum', 'kenal', 'neom', 'the', 'line', 'kota', 'masa', 'depan', 'arab', 'saudi', 'nyinyirin', 'seluruh', 'dunia', 'anggarannya', 'gilaan', 'konsepnya', 'dipertanyakan', 'smpai', 'dbulang', 'penjara', 'yang', 'akan', 'mangkrak', 'tpi', 'tetap', 'dibangun']",warganet nyinyir sprtinya blum kenal neom the line kota arab saudi nyinyirin dunia anggarannya gilaan konsepnya smpai dbulang penjara mangkrak tpi dibangun
Penduduk bakal di batesi khusus di IKN itu artinya hny kumpulan Kaum2 elit yg dpt hidup di IKN.,0,Penduduk bakal batesi khusus IKN itu artinya hny kumpulan Kaum elit dpt hidup IKN,penduduk bakal batesi khusus ikn itu artinya hny kumpulan kaum elit dpt hidup ikn,"['penduduk', 'bakal', 'batesi', 'khusus', 'ikn', 'itu', 'artinya', 'hny', 'kumpulan', 'kaum', 'elit', 'dpt', 'hidup', 'ikn']",penduduk batesi khusus ikn hny kumpulan kaum elit dpt hidup ikn
Kuliner UMKM bos..ga bisa di mass product dr Tiongkok sekalipun masa rempeyek di mass product dateng2 udh gimana tuh...😅 KL alokasi budgetny good di tahun pertama-kelima 20%-30%-25%-15%-10% ok bnget..yg penting dikawal ..kualitas dan kuantitasnya..,1,Kuliner UMKM bosga bisa mass product Tiongkok sekalipun masa rempeyek mass product dateng udh gimana tuh alokasi budgetny good tahun pertamakelima bngetyg penting dikawal kualitas dan kuantitasnya,kuliner umkm bosga bisa mass product tiongkok sekalipun masa rempeyek mass product dateng udh gimana tuh alokasi budgetny good tahun pertamakelima bngetyg penting dikawal kualitas dan kuantitasnya,"['kuliner', 'umkm', 'bosga', 'bisa', 'mass', 'product', 'tiongkok', 'sekalipun', 'masa', 'rempeyek', 'mass', 'product', 'dateng', 'udh', 'gimana', 'tuh', 'alokasi', 'budgetny', 'good', 'tahun', 'pertamakelima', 'bngetyg', 'penting', 'dikawal', 'kualitas', 'dan', 'kuantitasnya']",kuliner umkm bosga mass product tiongkok rempeyek mass product dateng udh gimana tuh alokasi budgetny good pertamakelima bngetyg dikawal kualitas kuantitasnya
"Hanya Manusia SAMPAH yg Tidak menginginkan Indonesia Maju ,Itulah Kemunafikan kaum/ membenci Pak Jokowi",1,Hanya Manusia SAMPAH Tidak menginginkan Indonesia Maju Itulah Kemunafikan kaum membenci Pak Jokowi,hanya manusia sampah tidak menginginkan indonesia maju itulah kemunafikan kaum membenci pak jokowi,"['hanya', 'manusia', 'sampah', 'tidak', 'menginginkan', 'indonesia', 'maju', 'itulah', 'kemunafikan', 'kaum', 'membenci', 'pak', 'jokowi']",manusia sampah indonesia maju kemunafikan kaum membenci jokowi
"Visi misi IKN  utamanya pemerataan pertumbuhan yg Indonesia Sentris , supaya tercapai Keadilan Sosial bagi seluruh Rakyat Indonesia .<br>Jadi harus kita dukung keberlanjutannya ❤❤❤",0,Visi misi IKN utamanya pemerataan pertumbuhan Indonesia Sentris supaya tercapai Keadilan Sosial bagi seluruh Rakyat Indonesia brJadi harus kita dukung keberlanjutannya,visi misi ikn utamanya pemerataan pertumbuhan indonesia sentris supaya tercapai keadilan sosial bagi seluruh rakyat indonesia brjadi harus kita dukung keberlanjutannya,"['visi', 'misi', 'ikn', 'utamanya', 'pemerataan', 'pertumbuhan', 'indonesia', 'sentris', 'supaya', 'tercapai', 'keadilan', 'sosial', 'bagi', 'seluruh', 'rakyat', 'indonesia', 'brjadi', 'harus', 'kita', 'dukung', 'keberlanjutannya']",visi misi ikn utamanya pemerataan pertumbuhan indonesia sentris tercapai keadilan sosial rakyat indonesia brjadi dukung keberlanjutannya
"Sayang tanahnya mayoritas di kuasai oleh luhut, prabowo, yusril dan kroni2 jokowi lain",0,Sayang tanahnya mayoritas kuasai oleh luhut prabowo yusril dan kroni jokowi lain,sayang tanahnya mayoritas kuasai oleh luhut prabowo yusril dan kroni jokowi lain,"['sayang', 'tanahnya', 'mayoritas', 'kuasai', 'oleh', 'luhut', 'prabowo', 'yusril', 'dan', 'kroni', 'jokowi', 'lain']",sayang tanahnya mayoritas kuasai luhut prabowo yusril kroni jokowi
"Nanti ketika pepohonan semakin kecil jumlahnya efek perluasan pembangunan, saat itulah banjir dan polusi akan ada.., semoga bs dipahami.",1,Nanti ketika pepohonan semakin kecil jumlahnya efek perluasan pembangunan saat itulah banjir dan polusi akan ada semoga dipahami,nanti ketika pepohonan semakin kecil jumlahnya efek perluasan pembangunan saat itulah banjir dan polusi akan ada semoga dipahami,"['nanti', 'ketika', 'pepohonan', 'semakin', 'kecil', 'jumlahnya', 'efek', 'perluasan', 'pembangunan', 'saat', 'itulah', 'banjir', 'dan', 'polusi', 'akan', 'ada', 'semoga', 'dipahami']",pepohonan efek perluasan pembangunan banjir polusi semoga dipahami
Nah gitu dong anak muda yg optimis janangan pesimis,1,Nah gitu dong anak muda optimis janangan pesimis,nah gitu dong anak muda optimis janangan pesimis,"['nah', 'gitu', 'dong', 'anak', 'muda', 'optimis', 'janangan', 'pesimis']",gitu anak muda optimis janangan pesimis
"IKN Kebanggaan utk rakyat indonesia,agar negara kita bebas dari tenggelam👍👍👍👍👍🙏🙏🙏🙏🙏🙏",1,IKN Kebanggaan utk rakyat indonesiaagar negara kita bebas dari tenggelam,ikn kebanggaan utk rakyat indonesiaagar negara kita bebas dari tenggelam,"['ikn', 'kebanggaan', 'utk', 'rakyat', 'indonesiaagar', 'negara', 'kita', 'bebas', 'dari', 'tenggelam']",ikn kebanggaan utk rakyat indonesiaagar negara bebas tenggelam
Kalau sektor pendidikan dan kesehatan sudah ok baru bikin IKN. Apbn terbuang untuk nafsu belaka. Yakin saya ini proyek akan banyak temuan masalah dikemudian hari…,1,Kalau sektor pendidikan dan kesehatan sudah baru bikin IKN Apbn terbuang untuk nafsu belaka Yakin saya ini proyek akan banyak temuan masalah dikemudian hari,kalau sektor pendidikan dan kesehatan sudah baru bikin ikn apbn terbuang untuk nafsu belaka yakin saya ini proyek akan banyak temuan masalah dikemudian hari,"['kalau', 'sektor', 'pendidikan', 'dan', 'kesehatan', 'sudah', 'baru', 'bikin', 'ikn', 'apbn', 'terbuang', 'untuk', 'nafsu', 'belaka', 'yakin', 'saya', 'ini', 'proyek', 'akan', 'banyak', 'temuan', 'masalah', 'dikemudian', 'hari']",sektor pendidikan kesehatan bikin ikn apbn terbuang nafsu belaka proyek temuan dikemudian
"Raymond chin punya 1.2M subscribers, Rocky Gerung punya 1.7M subscribers. Kenapa dia ga diundang? Kenapa harus yg pro atau netral (seperti yg Raymond katakan kalau dia ga pro juga) pada pemerintah yg diundang? Oposisinya mana? Mana berani.",1,Raymond chin punya subscribers Rocky Gerung punya subscribers Kenapa dia diundang Kenapa harus pro atau netral seperti Raymond katakan kalau dia pro juga pada pemerintah diundang Oposisinya mana Mana berani,raymond chin punya subscribers rocky gerung punya subscribers kenapa dia diundang kenapa harus pro atau netral seperti raymond katakan kalau dia pro juga pada pemerintah diundang oposisinya mana mana berani,"['raymond', 'chin', 'punya', 'subscribers', 'rocky', 'gerung', 'punya', 'subscribers', 'kenapa', 'dia', 'diundang', 'kenapa', 'harus', 'pro', 'atau', 'netral', 'seperti', 'raymond', 'katakan', 'kalau', 'dia', 'pro', 'juga', 'pada', 'pemerintah', 'diundang', 'oposisinya', 'mana', 'mana', 'berani']",raymond chin subscribers rocky gerung subscribers diundang pro netral raymond pro pemerintah diundang oposisinya berani
"Sebagai Warga Diluar Pulau Jawa,  💯% Pro IKN semoga pemimpin selanjutnya bisa memuluskan Pembangunan IKN.💪👍",0,Sebagai Warga Diluar Pulau Jawa Pro IKN semoga pemimpin selanjutnya bisa memuluskan Pembangunan IKN,sebagai warga diluar pulau jawa pro ikn semoga pemimpin selanjutnya bisa memuluskan pembangunan ikn,"['sebagai', 'warga', 'diluar', 'pulau', 'jawa', 'pro', 'ikn', 'semoga', 'pemimpin', 'selanjutnya', 'bisa', 'memuluskan', 'pembangunan', 'ikn']",warga diluar pulau jawa pro ikn semoga pemimpin memuluskan pembangunan ikn
Kalau sektor pendidikan dan kesehatan sudah ok baru bikin IKN. Apbn terbuang untuk nafsu belaka. Yakin saya ini proyek akan banyak temuan masalah dikemudian hari.,1,Kalau sektor pendidikan dan kesehatan sudah baru bikin IKN Apbn terbuang untuk nafsu belaka Yakin saya ini proyek akan banyak temuan masalah dikemudian hari,kalau sektor pendidikan dan kesehatan sudah baru bikin ikn apbn terbuang untuk nafsu belaka yakin saya ini proyek akan banyak temuan masalah dikemudian hari,"['kalau', 'sektor', 'pendidikan', 'dan', 'kesehatan', 'sudah', 'baru', 'bikin', 'ikn', 'apbn', 'terbuang', 'untuk', 'nafsu', 'belaka', 'yakin', 'saya', 'ini', 'proyek', 'akan', 'banyak', 'temuan', 'masalah', 'dikemudian', 'hari']",sektor pendidikan kesehatan bikin ikn apbn terbuang nafsu belaka proyek temuan dikemudian
"Saya Orang Jawa juga setuju akan adanya ikn,<br>Yg gak setuju cuma cukong yg kuasai Jawa ,mereka gak setuju adanya ikn takut pendapatan mereka berkurang",1,Saya Orang Jawa juga setuju akan adanya iknbrYg gak setuju cuma cukong kuasai Jawa mereka gak setuju adanya ikn takut pendapatan mereka berkurang,saya orang jawa juga setuju akan adanya iknbryg gak setuju cuma cukong kuasai jawa mereka gak setuju adanya ikn takut pendapatan mereka berkurang,"['saya', 'orang', 'jawa', 'juga', 'setuju', 'akan', 'adanya', 'iknbryg', 'gak', 'setuju', 'cuma', 'cukong', 'kuasai', 'jawa', 'mereka', 'gak', 'setuju', 'adanya', 'ikn', 'takut', 'pendapatan', 'mereka', 'berkurang']",orang jawa setuju iknbryg gak setuju cukong kuasai jawa gak setuju ikn takut pendapatan berkurang
"Gue setuju ada IKN, krn beban Jawa yg sangat mengkhawatirkan",0,Gue setuju ada IKN krn beban Jawa sangat mengkhawatirkan,gue setuju ada ikn krn beban jawa sangat mengkhawatirkan,"['gue', 'setuju', 'ada', 'ikn', 'krn', 'beban', 'jawa', 'sangat', 'mengkhawatirkan']",gue setuju ikn krn beban jawa mengkhawatirkan
@@upnormaltraveller haduh ini  kok kocak komenya😂😂😂haduh pegang kepala aja,1,upnormaltraveller haduh ini kok kocak komenyahaduh pegang kepala aja,upnormaltraveller haduh ini kok kocak komenyahaduh pegang kepala aja,"['upnormaltraveller', 'haduh', 'ini', 'kok', 'kocak', 'komenyahaduh', 'pegang', 'kepala', 'aja']",upnormaltraveller haduh kocak komenyahaduh pegang kepala aja
Maka nya untuk menjemput Takdir Indonesia emas..jgn sampai kita salah memilih Pemimpin Negeri ini kedepan nya..karna momen Peluang emas ini hanya sekali..!!,0,Maka nya untuk menjemput Takdir Indonesia emasjgn sampai kita salah memilih Pemimpin Negeri ini kedepan nyakarna momen Peluang emas ini hanya sekali,maka nya untuk menjemput takdir indonesia emasjgn sampai kita salah memilih pemimpin negeri ini kedepan nyakarna momen peluang emas ini hanya sekali,"['maka', 'nya', 'untuk', 'menjemput', 'takdir', 'indonesia', 'emasjgn', 'sampai', 'kita', 'salah', 'memilih', 'pemimpin', 'negeri', 'ini', 'kedepan', 'nyakarna', 'momen', 'peluang', 'emas', 'ini', 'hanya', 'sekali']",nya menjemput takdir indonesia emasjgn salah memilih pemimpin negeri kedepan nyakarna momen peluang emas
Apapun yang mereka lakukan jika tdk ada efek buat kemakmuran masyarakat jangka pendek dan jangka panjang.,1,Apapun yang mereka lakukan jika tdk ada efek buat kemakmuran masyarakat jangka pendek dan jangka panjang,apapun yang mereka lakukan jika tdk ada efek buat kemakmuran masyarakat jangka pendek dan jangka panjang,"['apapun', 'yang', 'mereka', 'lakukan', 'jika', 'tdk', 'ada', 'efek', 'buat', 'kemakmuran', 'masyarakat', 'jangka', 'pendek', 'dan', 'jangka', 'panjang']",apapun lakukan tdk efek kemakmuran masyarakat jangka pendek jangka
"Suka sama kata kata &quot;dapetin semua faktanya, baru boleh beropini&quot;",1,Suka sama kata kata dapetin semua faktanya baru boleh beropini,suka sama kata kata dapetin semua faktanya baru boleh beropini,"['suka', 'sama', 'kata', 'kata', 'dapetin', 'semua', 'faktanya', 'baru', 'boleh', 'beropini']",suka dapetin faktanya beropini
Gw setuju ibukota Indonesia di pindah ke Kalimantan. <br>Karena di jakarta membludak banget orangnya. <br>Semoga IKN cepat terlaksana dengan aman.,1,setuju ibukota Indonesia pindah Kalimantan brKarena jakarta membludak banget orangnya brSemoga IKN cepat terlaksana dengan aman,setuju ibukota indonesia pindah kalimantan brkarena jakarta membludak banget orangnya brsemoga ikn cepat terlaksana dengan aman,"['setuju', 'ibukota', 'indonesia', 'pindah', 'kalimantan', 'brkarena', 'jakarta', 'membludak', 'banget', 'orangnya', 'brsemoga', 'ikn', 'cepat', 'terlaksana', 'dengan', 'aman']",setuju ibukota indonesia pindah kalimantan brkarena jakarta membludak banget orangnya brsemoga ikn cepat terlaksana aman
"Yang bilang indonesia emas thn 2045 siapa?itu adalah trik china untk masuk mengelola kekayaan indonesia,hilirisasi,kereta cepat,jalan tol dan IKN semuanya investornya adlah china dan semuanya proyek bisnis.selama lebih dr 30thn kekayaan indonesia di kelola america dan barat.lwt pak jokowi china masuk dngn slogan indonesia emas di thn 2045 indonesia no 4 perokonomian dunia.yg jd pertayaan yg menikmati siapa?",1,Yang bilang indonesia emas thn siapaitu adalah trik china untk masuk mengelola kekayaan indonesiahilirisasikereta cepatjalan tol dan IKN semuanya investornya adlah china dan semuanya proyek bisnisselama lebih thn kekayaan indonesia kelola america dan baratlwt pak jokowi china masuk dngn slogan indonesia emas thn indonesia perokonomian duniayg pertayaan menikmati siapa,yang bilang indonesia emas thn siapaitu adalah trik china untk masuk mengelola kekayaan indonesiahilirisasikereta cepatjalan tol dan ikn semuanya investornya adlah china dan semuanya proyek bisnisselama lebih thn kekayaan indonesia kelola america dan baratlwt pak jokowi china masuk dngn slogan indonesia emas thn indonesia perokonomian duniayg pertayaan menikmati siapa,"['yang', 'bilang', 'indonesia', 'emas', 'thn', 'siapaitu', 'adalah', 'trik', 'china', 'untk', 'masuk', 'mengelola', 'kekayaan', 'indonesiahilirisasikereta', 'cepatjalan', 'tol', 'dan', 'ikn', 'semuanya', 'investornya', 'adlah', 'china', 'dan', 'semuanya', 'proyek', 'bisnisselama', 'lebih', 'thn', 'kekayaan', 'indonesia', 'kelola', 'america', 'dan', 'baratlwt', 'pak', 'jokowi', 'china', 'masuk', 'dngn', 'slogan', 'indonesia', 'emas', 'thn', 'indonesia', 'perokonomian', 'duniayg', 'pertayaan', 'menikmati', 'siapa']",bilang indonesia emas thn siapaitu trik china untk masuk mengelola kekayaan indonesiahilirisasikereta cepatjalan tol ikn investornya adlah china proyek bisnisselama thn kekayaan indonesia kelola america baratlwt jokowi china masuk dngn slogan indonesia emas thn indonesia perokonomian duniayg pertayaan menikmati
"Yg jelas yg mikir IKN tidak di lanjutkan,maka dia lah yg sbnarnya buang2 uang negara kita.<br>Tinggal melanjutkan dan klaim aja kok gak mau😅",0,jelas mikir IKN tidak lanjutkanmaka dia lah sbnarnya buang uang negara kitabrTinggal melanjutkan dan klaim aja kok gak mau,jelas mikir ikn tidak lanjutkanmaka dia lah sbnarnya buang uang negara kitabrtinggal melanjutkan dan klaim aja kok gak mau,"['jelas', 'mikir', 'ikn', 'tidak', 'lanjutkanmaka', 'dia', 'lah', 'sbnarnya', 'buang', 'uang', 'negara', 'kitabrtinggal', 'melanjutkan', 'dan', 'klaim', 'aja', 'kok', 'gak', 'mau']",mikir ikn lanjutkanmaka sbnarnya buang uang negara kitabrtinggal melanjutkan klaim aja gak
