komentar,label
"Gw sbg orang yang lahir di Kalimantan tidak setuju dengan pembangunan IKN untuk sekarang, karena secara SDM,APBN dll belum siap, kalau mau ubah ekonomi central ke Kalimantan bisa dengan membangun pelabuhan untuk kegiatan ekonomi di Kalimantan, dan buat kebijakanan yang membantu rakyat kecil dan UMKM berkembang, dan juga kita bisa lihat pak jokowi punya track record yang buruk memimpin negara ini karena kebijakan jokowi yang gagal menberikan keadilan dan kesejahteraan untuk rakyat Indonesia, jadi untuk sekarang saya menolak IKN karena tidak ada urgensi yg penting sekarang, dan bisa lihat track record pak jokowi yang tidak becus mengurus negara ugal&quot;an, asal&quot;an, seperti pulau komodo contohnya . <a href=""http://www.youtube.com/results?search_query=%23tolakikn"">#TolakIKN</a>",0
"Preeet Indonesia sulit jadi negara nomor ketiga aja,,,,,, inflasi tinggi, utangnya menumpuk, petani mengeluh, nelayan menderita,,,,,,, apalagi negara di kuasai oligarki,,,,,,tapi semoga ada pemimpin yang mampu memberikan kesejahteraan masyarakat menengah kebawah,,,,,karna .petani nelayan adalah tulang punggung perekonomian nasional",0
"WAHAHAHA PETANI MENGELUH? TUH BERAS NAIK, INFLASI TINGGI? KECIL BRO LIAT AJA<br>UTANG NYA KECIL INDONESIA ITU... 35% DARI PDB, AMRIK AJA MALAH LEBIH, 150%",0
"@@user-sy4ok6zg9y untuk bayar bunga utang negara aja,,,, pertahun,500 triliun lebih,utang negara yg kita tau yg diberitakan 7800 triliun,belum lagi utang suasta BUMN kalo di di totalin 15000 triliun boss,coba deh ente cek,jgn ambil perbandingan dgn US,dia negara maju sedangkan kita miskin,kerjaan susah, harga kebutuhan pokok mahal,,,,, sekarang barang semua pada mahal,belum lagi harga pangan",0
Mantap bang ray.. Kami di Sulawesi tengah pasti kena dampak kemajuan ekonomi  jika IKN sukses.,0
"hutang dikit kok, sekitar 35%  dari PDB, amrik saja 150% (itu 50% lebih dari PDB. jepang malah 250%",0
"Gak usa ngomong jawa Kalimantan dll, kita sama &quot;Indonesia&quot; kita ingin negara ini jd negara maju itu saja sih menent saya, dan bener katanya mas bro ini, pemerintah atau siapa saja yang jadi presiden kedepannya harus pintar mengedukasi masyarakatnya, dan mencerdaskan mereka",0
Hanya orang yg termakan HOAX yg gak percaya pemerintahan jokowi....,1
Era  kepemimpinan  Yg paling  boros  Dan  rakyat  bnyk  nanggung  hutang  negara,1
"Jiah mon mon gara gara maksain belain IKN semua omongan lu selama 9 menit lebih jadi kaga ada bobot nya sama sekali,udahlah jangan sampe subrciber lu ilang gara2 ke &quot;LOL&quot; an lu sendiri",1
Patah bos utang mencekik rskyat Indonesia,0
Itu urusan negara bos yang penting kedepannya Indonesia bisa maju,0
"​@@sekolah921yg ad di benak kmu cuma hutang, pemerintah yg skrang pasti dh memikirkan nya, krna kmu cuma komntator yu tuber, ya suka suka kmu dwh.",1
"​@@sekolah921yg ad di benak kmu cuma hutang, pemerintah yg skrang pasti dh memikirkan nya, krna kmu cuma komntator yu tuber, ya suka suka kmu dwh.",0
"jelassss. kalo anis gak bakal lanjutin IKN, alergi cina aseng non muslim kayaknya xD",0
"Ikn  hrs  terwujud, , masa  kalah  sama  singapura,,,,,,pro dan  kontra  itu  biasa,,,,,",1
"Ya oke,tapi kenapa yang bangun arsitek nya dari Cina sedang kan arsitek Indonesia juga ga kalah hebatnya dan juga bangun nya ngutang , kontrak nya 190 thn  tenaga kerja semua dari Cina sama aja mindah in orang Cina ke Indonesia,190 th orang Cina itu beranak Pinak hahahaha lu bayanangin aja apa kita ga di kuasa in atau di jajah nanti ama Cina",1
"pertama, kebanyakan itu dari jepang dan singapur, cina itu dikit malah... <br>dua, itu kan ada dari pak Nyoman Nuarta, maestro nya seni",0
Saya dukung IKN biar neg.kita cpt maju.rakyatnya banyak. pangsa psr besar.Saya bangga pak JOKOWI,1
Penguasa Produsen Nikel dan Kayu di Dunia .,1
Jangan salah indo itu korup banget top pokonya paling pinter,1
INDONESIA AKAN MENJADI PUSAT PERADABAN AGAMA NO.1 DUNIA.... 2024 kita akan mulai bangkit dan dikunjungi Dunia karna SANG PEMBAHARU AGAMA di akhir zaman ada di INDONESIA. simak dgn nalar ilmiah @ Chanel YT taklim makrifat,1
"Kalo gak punya uang, cuma modal hutang buat apa ikn, fokus utama itu bgm membuat uang byk beredar di masyarakat kebanyakan,, bukan uang hny ada di segelintir org",1
kalau orang beredar di semua orang ya komunis dong...,0
"Problemnya itu, pemerintah buka kota baru dengan merusak lingkungan di Kalimantan serta mengusir penduduk disana. Jika ingin pemerataan, kenapa tidak gunakan saja kota yg sudah ada? Kenapa buka kota baru? Apakah penting sekali pencitraan ini padahal bukan itu yang masyarakat Indonesia butuhkan?Banyak sekali problem besar tentang IKN yg anda belum tau, utang negata ini sudah sangat banyak, IKN bukan investasi yg produktif tapi konsumtif.",0
"toh itu juga hutan untuk farming kayu, bukan alami. IKN itu juga adalah GREEN CITY jadi gak ad polusi",0
"Maju terus pantang mundur!!! tidak ada yg tau baik dan buruk karena terkadang menurut kita awalan yg baik tp akhir nya gak baik, begitu jg sebaliknya, mungkin awal nya buruk tp akhir nya baik.",1
"Indonesia merdeka 75 thn dua generasi sugah lewat, sesuatu yang berbau Nusantara harus mulai ditegakan untuk  jatidiri bangsa. <br>NKRI harus menjadi negara terbesar dan terkuat secara politik, ekonomi, militer dan kultur seni budaya dan yang lainya. <br>470 T untuk membangun IKN, berapa pekerja yang dibutuhkanuntuk membangun infrastruktur  gedung hotel rumasakit, stadion, restoran, perumahan untuk mengisi perkerja untuk PNS maupun swasta. <br>Perputaran cuan di IKN sebagai mega proyek. <br>Lanjut IKN untuk jati diri bangsa, jangan percaya bangsa lain yang cuman cari makan di bumi nusantara.",1
"Saya lahir disekitaran yg jadi titik nol IKN,Apresiasi yg setinggi2nya buat prestasi kementrian di pemerintahan Jokowi....",1
"Kerusakan lingkungan dari IKN, Hutan yg akan dibabat habis? Ekosistem yg akan rusal, Gak di bahas kupas tuntas? Biar gk keliatan klise nya...",1
"APBD DKI Jakarta pertahun nya 89 triliun x 5 tahun total jadi 445 triliun di habis kan percuma cuma ga jelas selama Anies Yohanes imam Mahdi jadi gubernur DKI kemarin, tapi kenapa anda protes pembangunan IKN yg jelas kegunaan nya untuk pemindahan ibukota negara yg jelas ada bukti pembangunan fisik nya , <br>Lalu ketika anies menghamburkan APBD DKI yg hampir sama jumlahnya dg IKN kenapa anda ga protes?????<br>Anies dg APBD DKI yg Sebesar 445 triliun itu bukan nya memperbaiki kesejahteraan masyarakat Jakarta malah merusak Jakarta dan hampir menenggelamkan Jakarta dg segala kerusakan yg di buat oleh anies , <br>NKRI bukan milik para kaum yaman dan kaum khilafah teroris,<br>NKRI adalah milik rakyat asli pribumi Indonesia,<br>Khilafah dan kaum yaman harus di bumi hanguskan dari NKRI karena mereka adalah perusak persatuan dan kesatuan kebhinekaan tunggal Ika di NKRI",0
"kok bener bang? dari pada gitu asli mending buat ikn, udah jadi tuh 90% 😂",0
IKN NUSANTARA ..DULU SEJARAHMU PATAMURGANA HANYA ILUSI ATAU MIMPI PARA PEMIMPIN ...KINI SEJARAH NYATAMU BARU DIMULAI SEMOGA JALAN DAN PERJALANANMU TERUS DAN TERUS MENUJU HARAPAN..AKU TAHU ..KAMI TAHU ...KITA SEMUA TAHU BAHKAN DUNIA JUGA TAHU  IKN NUSANTARA TERPANDANG DARI SEMUA SUDUT ..SEHINGGA WAJAH DAN GAMBARMU  BERBAI BAGAI DARI DARI SETIAP YG MEMANDANG...DOAKU TETAP BERHARAP ALLAH S W T DG KETETAPAN NYA DAN KITA SEBAGAI KHALIFAHNYA MENJALANKAN TUGAS DAN KEWAJIBAN MENGHARAP RIDHO DARINYA ...AMIN,1
pak jokowi  dan pak suharto  presiden terbaik dr pada persiden yg sudah..,0
"Ngeri 😱🥶 gw pengen Indo setara dg China, Rusia dan AS dari semua sisi : poleksosbudhankam, pendidikan juga... Cb liat china dlm 4 dekade trkahir dr underdog dan bukan siapa2 skrg udah bs tengil nyentilin, eropa, rusia dan as 🎉",1
"Kereen Koo,tau dlu baru komen,bijak banget👍",1
"saya percaya ke prabowo juga, tapi kyk egois banget gak sih? katanya cuma mau &quot;BERKUASA&quot; 5 tahun",1
bener...kekurangan pemerintah adalah kurang edukasinya ke masyarakat . ..,0
"wkwkwkwk tuh buktinya di komen, ganti dah komen settingan nya yg &quot;terbaru&quot;, beuh banyak yg koar koar",1
"Saya pro pembangunan IKN simple karena ibukota jakarta sudah sangat tidak layak untuk mengatur jalannya pemerintahan macet dimana mana,polusi udara,banjir,sistem tata kota yang semrawut belum ancaman pengikisan air laut yang setiap waktu debit air laut terus naik. Masak nunggu jakarta sampai bener bener lumpuh dulu. Emang mindah ibukota segampang beli sayuran di pasar tinggal datang bayar selesai. 😂😂😂 Saya gak ngerti pemikiran orang yang setiap bangun infrastruktur nyinyir tapi ingin negara ini maju. Justru majunya negara demi dukung dengan infrastruktur yang memadai contoh gampang jalan. Saya juga gak habis pikir orang yang berharap proyek infrastruktur mangkrak. Doa macam apa itu 😢😢😢",0
Apakah yakin grèen city nanti nya<br>Saya sendiri 90% tidak yakin,1
"sekarang negara negara punya ambisi untuk net 0 emission, ya kayak 0 polusi gitu lah, masa   kita mau ketinggalan",1
"IKN buang uang dan numpuk utang,",0
"bandingin deh, utang indonesia 8k T misalnya, itu 450t, hampir 20x lebih kecil, dan itu juga bukan hutang, tapi investasi, jadi orang bayar, bangun sendiri di situ, dan mereka bisa usaha sendiri, tapi tetep harus nurut sama pemerintah RI",0
"Saya mah tidak percaya proyek IKN tidak dikorupsi, karena mental korup sudah mendarah daging di para pemimpin kita dan hukuman untuk koruptor terlalu lemah, tidak memberi efek jera",1
"gw pro ikn, tapi gw mau nambahin narasi pertama dengan opini gw aja sih.<br> hal yang bisa di bangain sebelum ikn ada itu menurut gw bali dan raja ampat, ada juga mandalika",1
"Menurut pandangan gw IKN ini bagus tapi bukan di buat sistem kebut setahun pembangunanya apalagi di masa Indonesia krisis sistemnya GK buat sekarang sih. Emang Hidup di tempat Baru itu segampang itu ?, rencana 466T saja Bisa mangkrak sampe 800T loh, kasih PIN Coment gw😅",1
U great man thanks 👈🍺,1
"Simbol ? <br>Dlu Soekarno bangun GBK , Monas walaupun ditentang , tetap dibangun ... Pro Kontra biasa, tergantung sudut pandang ... mrk jg yg beropini kontra jg psti punya data, punya hitungan sendiri ... tidak ada yg alergi dgn IKN, cuman banyak hal yg menjadi pertimbangan2 ... Contoh, Kertajati ... Kereta Cepat yg awal nya tidak pakai APBN, tp nyatanya .. trus konsekuensi Lahan di sana HGU nya hampir 1 Abad ... percuma bangun simbol apapun kalau Hukumnya semewarut, Politiknya masih diadu2 ... krn itu potensi tidak jelas IKN semakin besar di depan , Korupsi lah, Rentan Mangkraklah ...",1
"memang beresiko sekali mengingat sdm yg seperti ini, tapi hebatnya jokowi berani",1
Buat gue. Yg bisa di banggain. Korupsi meraja lela,0
"Bagus si menurut ku,cuma mau tanya sama ko ray bagaimana dengan hak investor HGU nya katanya 190 tahun itu gimana ceritanya sama aja kita di jajah lagi,mohon edukasi nya ko",0
Gasssss trus IKN......<br>BIAR MERATA PEMBANGUNAN JANGAN DI PULAU JAWA TRUS....,1
Saya dukung pembangunan ikn namun untuk saat ini indonesia yg ekonominya masih rendah dn rakyat masih banyak yg jauh dr kata makmur dn numpuknya hutang saya tidak setuju karena akan menjadi ladang korupsi.,1
Untuk apa.ya untuk memperluas ekonomi agar ekonomi jgn cuma berputar pesat di jakarta saja..di kalimantan nnti kalau udh  jadi 100% ekonomi di ikn bisa lebih pesat dri jakarta kan bagus buat kemajuan anak cucu kita kedepanya.karena indonesia itu negaranya luas dan mempunyai penduduk hampir 300jta jadi perlu maju negaranya supaya masarakatnya sejahtera kedepanya jgn masarakat indonesia jadi perantau terus ke negara orang.kalau negara sendiri sudah maju inn shaa allah masarakat kita akan berkurang yg merantau ke negara orang,1
"Analisa nya jelas, singkat, padat dan terukur.<br>Keren",1
KEBANGGAAN. BANGSA. INDONESIA. MEMILIKI. DI. MASA. MENDATANG. Yg. INSYA. ALLAH.  I K N. SEBAGAI. GREEN. CITY. BISA. TERWUJUD.,1
IKN ide bagus untuk pemerataan penduduk yg terfokus di P. Jawa .,1
"Pengalaman 11 tahun dinas di Kaltim menganggap konsep Green City sangat tepat untuk IKN. <br>Salah satu syarat Green City adalah permasalahan Speed Invoicing (SI) atau Kecepatan Pembayaran Hasil Kerja.<br>Speed Invoicing (SI) industri di Kaltim masih mengacu ke standar ASEAN, yaitu rata-rata 20 hari (Spore tercepat, yaitu 10 hari).<br>Risiko terbesar jika SI lebih dari 20 hari adalah munculnya perilaku KKN (jadi bayangkan saja kalau di Jakarta SI-nya lebih dari 20 hari atau bulanan atau bahkan tahunan).",1
Yg jelas gue bangga kalo sudah makmur,1
Indonesia negara yg TDK kaya <br>Tapi berambisi untuk sejahtera<br>Ayo lanjutkan HUTANG ❤❤❤❤,1
Pembangunan ikn itu bukan untuk apa. Tp yg jelas untuk apa kl hanya bisa nyinyir tanpa kontribusi yg jls mending tidur aja kalian yg nyinyir,0
IKN Nusantara  Kebanggaan baru Indonesia dan simbul perjuangan sebuah negara yg berdaulat,0
Jangan berharap ekonomi terkuat 4 di dunia kalau utangnya terus melambung.,1
iya kah? yang nomor satu siapa? yang nomer satu ada butang tidak? berapa hutangnya?,0
"supaya pemerintah kelihatan bisa bekerja, dan nantinya supaya tidak mudah di ganggu oleh demo demo mahasiswa, karna di IKN tidak banyak mahasiswa, jadi pemerintah bisa leluasa semau maunya, dan di IKN kepentingan asing bisa lebih mudah di kompromikan, karna disitu jauh dari intelektual banyak dan jauh dari masyarakat banyak, pemimpin pemimpin seperti ini sangat disukai asing, asing menganggap pemimpin sekarang ibarat makanan lezat yang enak untuk di santap, akibatnya penderitaan rakyat semakin berkepanjangan, kemiskinan yang di alami rakyat makin tak kesudahan, pemerintah tak punya kemampuan yang cukup untuk membuat negara ini menjadi lebih baik, terbukti &quot;UTANG&quot; negara semakin banyak,",0
"IKN kalau gak dimulai sekarang kapan lagi, kalau gak dimulai Pak Jokowi siapa yg berani, dari dulu hanya narasi gagasan dan wacana yg gak kunjung tiba, maju terus IKN untuk Indonesia maju.",1
"mental dan keberaniannya luar biasa, presiden 2024 emng ada yg kyk gini? gak yakin... lanjut ae",1
"Jika Anies jdi presiden. Maka IkN mandeg dan jdi proyek mangkrak Mafia bermain cari keuntungan dri IKn, akan menyalahkan presiden seblmnya hanya karna kepentingan politik,",1
MASYARAKAT BYK NGGK FAHAM...JAKARTA PENUH KLU NGGK BAKALAN TENGELAM. MACET LAGI. KITA MASYARAKAT BIJAK SELALU SUPPOT PAK JOKOWI,0
IKN ITU BUANG2 UANG  DAN MENUMPUK BANYAK HUTANG😅😅😅😂😂😂,0
"haduh... baca deh artikel artikel, itu aja sudah membantu meningkatkan sdm, dari pada nyinyir",0
Jangan smpe ada kkn.? Kkn bakal tetep ada bang. Gk bisa di hapus. Dah setelan pabrik,1
Yg saya banggakan 1 hal dari Indonesia adalah 1. Dengan banyak nya keragaman Indonesia kuat menjadi 1.,0
mending bua sistem pengolahan sampah yg gacor biar negara ini gak jadi negara sampah,1
"Buat apa IKN Lo nanya?<br>Fikirkan Lo belum nyampe Sono tong,<br>Mending sekolah lagi tong biar pinter, ntr kalo dah pinter pasti Lo nyampe fikiranmu, 😂<br>Udah banyak tong yg banyak ngomng tapi gak berkontribusi ke RI, <br>😂😂😂",0
"Sori gak setuju dg video ini. Semua org setuju dg pembangunan, setuju dg kemajuan. Setuju pindah ibu kota. Setuju dg pemerataan kesejahteraan. <br><br>Kalau itu, semua orang setuju. Kritikus2 jg setuju. Oposisi pun setuju.<br><br>Tp video ini mengabaikan hal2 yg disampaikan oposisi, spt ini:<br>tdk setuju dg perencanaan yg asal2an. Amdal yg tidak dilakukan. Peraturan diabaikan, eh malah buat peraturan baru, yg bertentangsn dg peraturan awal yg mendasar.<br><br>Video ini jg gak membahas: kalau model membangun caranya spt ini, resiko aset negara kita bisa dikuasai orang asing. Krn peraturan baru demi investasi ugal2an. Aset bangsa bisa hilang jatuh ke negara lain. Pemerataan jadi omong kosong, krn yg untung bukan warga sekitar. Tp segelintir org penguasa dan pengusaha. Prestise saja yg diutamakan dan dibanggakan. Tp manfaatnya gak bnr2 merata. <br><br>Apa bisa membangun dg cara lebih baik dari ini? Bisa lah. Bukan hal yg ruwet ruwet ruwet. Asal ngikuti prosedur yg benar, perencanaan dimatangkan, amdal dilakukan duluan. <br><br>Kalau model membangun spt ini, ibaratnya spt kita iri sama tetangga, lalu pinjol demi membangun rumah, beli mobil mewah, dan semua fasilitas. Bisa bangga dg kondisi seperti ini? Buaian iklan &quot;PINJOL&quot; emang memabukkan. Tapi Sori, gak mau ketipu dan terbuai dg hal macam gini",1
ragu semua sih... kecuali di awasi sama jokowi pasti bisa,1
Bahas juga pendidikan diindonesia yg penuh kekacauan bang..dari sekolah negeri yg kalah saing dgn swasta dan gedung skolah negeri smapai smp banyk mau ambruk bahkan gk layak bwt belajar atau pun yg lain masih bnyk problem dipendidikan..terutama fasilitas utk mengajar dan kualitas guru.,1
"bukankah masalahnya APBN gak mampu buat IKN , hal terbesar nya .",0
"ya makanya cari investor, ya walau ada minusnya",0
"nah president ngotot, efek dari para insvestor itu nnti blum tentu bagus efeknya kedepan.",1
"Prosesnya gak transparan, gak melibatkan rakyat. Padahal Ibukota Negara, kecuali itu utk istana keluarga Jokowi.",0
"kalau saya disuruh pilih memperbaiki 1 hal sepele di dunia pasti saya akan pilih hapus pikiran UTANG UTANG UTANG dari rakyat indonesia, cara berpikir seperti ini bodoh sekali",0
"Gw cuma kaget aja,ada pohon yg dibeli dan dipindahin k IKN harganya 450 juta...apa hal itu wajar n masuk akal bagi kita ?",0
klu ikn penting kita jgn sampai pilih capres yg bikin program habisin anggaran untuk makan gratis,0
"Thanks bro, u are awesome... Netral dan pure... Gw bangga punya president seperti Pak jokowi yg visioner dan nyata... Investor seperti Elon harusnyaa bisa buka factory assembly disini amen",1
Wan Ngibul... Selalu bilang akan memperjuangkan Keadilan Sosial.... Tapi Anti IKN .... Padahal salah satu tujuan IKN adalah untuk melaksanakan Keadilan Sosial dan Pemerataan...!!!,1
Bos..pembangunan bukan hanya di Jawa..<br>Jakarta sudah cukup pembangunannya..<br>Kalimantan sudah pas itu..di tengah..langsung aja bilang benci sama presidennya karna gak bisa korupsi..lihat masalah dari sudut yang lain,0
Suatu saat nanti keturunan Tionghoa bakal di bantai seperti kerusuhan Mei 98..<br>Diusir dari Indonesia oleh Pribumi... Allohuakbar,1
"Yg ngomong negatif udah pasti para kafrun yg nol besar.  Dari total anggaran itu hanya 20 % yg dibiayai APBN. Sisanya Investor dalam negri dan luar negri sampai 2045. Yg dibiayai Negara sdh mulai kelihatan. Dan Pembangunan Strategis Indoneaia lainnya sdh jadi jln tol, jln Nasional, jln Propinsi, Jln Desa, Jln perbatasan, ktr2 diperbatasan,   Bendungan2, Pelabuhan2, Bandara2, Kereta cepat, Tempat2 Wisata, Program2 bantuan sosial dll.  Sudah jadi dan sementara dinikmati, SEMUA Rakyat Indonesia trrmasuk para kadrun. Tdk ada lagi drama macet berkilo2 meter mudik lebaran. Semua itu diluar Projwk IKN yg lg berjalan sesuai Programnya. Saya warga Balikpapan yg terus mengukuti Projek Spesial IKN. Love ❤ Jokowi &amp; Tim. Love NKRI🇮🇩.",1
"Jangan takut mengenai Ikan,IKN selesai dengan baik perekonomian makin maju dan begitu juga dunia pendidikan, biar la orang mau ngomong apa namun Ikan tetap berjalan.",0
"Kenapa Komen Gue Hilang Bang, Jadi Hilang Respect Dengan channel ini",1
Kalimantan semakin aman karena tidak satupun orang blok M yang menginjakkan kaki di kalimatan,0
Dukung golput aja Lo Sono Anis bukan lagi perubahan partai di dukung masuk pemerintah semua Nasdem dan PKB wkwkwwkwo,0
@@nabilchoiri1379perubahan biar presiden gak planga Plongo,0
"@@nabilchoiri1379 REZIM POLITIK DINASTI, KORUPTOR MERAJALELA, PSN DIPESAN OLIGARKI",0
Rezim Ini Akan tumbang Proyak IKN HANYA UNTUK OLIGARKI,0
Semoga Gusti Allah membantu menyelesaikan IKN dg cepat aamiin ya rabbal Al-Amin 🤲🤲 🤲,0
"wajar lah ya, anak muda, dan target nya juga anak muda",1
"Kalau ada capres yg bilang IKN  buang buang uang, sampai kapanpun tidak akan dipilih, jawa penuh bro  biar merata.",1
Prestisius dari mana yg jelas itu ambisius ga punya duit bangun ikn dipaksakan utang ke vina kontraktor cina tka cina utk cina,0
Analisis berdasarkan fakta dilapangan cukup menohok utk sebagian yg pesimis masalah IKN,0
"JAMAN SEKARANG ANAK TK JUGA PINTAR BICARA...LIHAT NANTI BUKTINYA ,,KACAU IBU KOTA NYA",0
"ini udah dari awal lho pengen pindah ibu kota, dari jaman soekarno, masa belum matang",0
Sy lg kerjain IKn om<br>Kita bakal bertahan kalo pencairan ke kita/vendor itu lancar<br><br>Sesederhana itu kok om,0
"Utk kemajuan bangsa IKN yesss, rakyat mendukung mengingat kondisi Jakarta sdh sangat padat dan sdh tdk layak utk dipertahankan sbg ibukota negara.",0
"kenapa harus menunggu mendesak? ini kan mega proyek, lama jadinya",1
Untuk melanjutkan progress pembangunan IKN yg harus dipilih adalah capres yg punya komitmen,1
Ide  Jokowi wawasan kedepannya memajukan ekonomi Niki berlian,1
Lanjutkan terus pembangunan nanti,1
Bukan masalah dibangun di luar Jawa. Yg masalah itu timingnya yg tidak tepat. Disaat ekonomi kita tidak baik baik saja IKN bukan sesuatu yg harus diperioritaskan sekarang.,1
"Kata presiden joko alutista memang perlu tapi APBN ny kurang cukup, giliran membngun kota tidak ada kata tdak cukup yg penting ambisi terpenuhi walaupun harus menjual tanah kalimntan ke orang asing. 😅",0
"Chapter terakhir bener banget bang,sosialisasi ke masyarakat secara merata dgn tepat dn benar msh kurang sehingga sebagian besar masyarakat msh kurang mendapat informasi yg benar.Malah lebih banyak mendapat informasi yg sifatnya hoax.",0
"Yaaaaaa! saya 1000% support IKN dan kelanjutannya, berdasarkan scema pembiayaan sekarang.",1
Yang menikmati bukan kita sekarang tapi cucu2 kita.... Jangka panjang,1
Klw boleh jangan ganti president gak sih aku juga hawatir sama presiden selamjutnya 😅,0
"yang 1 penjilat militer, yang ono &quot;perubahan&quot; udh jelas bertolak balik, kalo yang merah merah itu lumayan walau gak bisa naikin umr",1
Jangan salah Indonesia punya 1 didunia...<br>Jawaban nya NETIZEN nomer 1 didunia,0
"saya setuju sekali kita bangun Indonesia Semaju majunya tapi kita sama2 jaga dan dinding,",0
"Mungkin remeh, tapi pendidikan kebersihan tata tertib pilah sampah mulai dari dapur juga tata tertib pengolahan sampah, hukum harus juga mulai diperhatikan..saya ingin melihat IKN seperti dibrosur wisata luar negeri bersih rapi",1
Saya sebagai orang Jawa next siapapun presidennya besok lanjutkan ikn ini aset bangsa,1
"Saya bodoh tpi saya tau keinginan pemerintah,artinya orang bodoh tertawa melihat orang gila,lama kelamaan saya ikutan gila karna dikuasai orang asing😅",0
"Bangun ibu kota baru adalah angan2 lama yg tinggal jadi angan2 mulai dari Presiden pertama Republik Indonesia , barulah pak Presiden Jokowi yg berani bertindak , action dan eksekusi , bukan cuma ber angan2 belaka seperti masa lalu yg panjang itu",0
"Bro bro, coba main ke Putra Jaya negara tetangga, IKN versi malay. Keren bro, bpk kebetulan org penang. Orang sana jga rasain impactnya, real bukan opini yg kyk kalian2. I’m not a fan of jokowi btw apalagi  si banteng. Bukan hanya jd pusat pemerintahan, tp jd objek wisata yg ramai sekali. Sangat memudahkan negara, emg berat di awal Dan setuju kata rocky gerung ttg paru2 dunia &amp; adat lokal terancam. Semua pasti ada resikonya. Masalah org beranggapan cari2 proyek dll itu Cuma asumsi, jgn temakan.",1
"Saya dukung IKN asal penguasaan lahan pemukimannya milik negara (BUMN) bukan swasta, bukan jadi seperti kawasan lippo, BSD, podomoro, atau sentul city yg dikelola oleh swasta.",1
Jer Basuki mowo beyo semua usaha harus pakai biaya mas jgn mikir jangka pendek.kita punya anak cucu mungkin mereka yg menikmati.ojo egois dadi uwong,1
"Yang utama nya, Jakarta itu kota kadrun, gimana pemerintah bisa jalan mulus kalo bentar2 direcoki demo demo.",1
"BENER BANGET, &quot;INDONESIA ITU BUKAN PULAI JAWA&quot;",0
Ya jelas dukung IKN... dan salah satu alasan pilpres nanti akan memilih figur yg punya komitmen nyata akan melanjutkan ini...,1
"Jauh sebelum Jokowi jadi presiden pun saya sudah bermimpi utk punya Ibu kota baru di Kalimantan, padahal saya orang Jabar, mimpi gua dr dulu di palangkaraya sih sesuai rencana Sukarno.<br><br>Tp rencana sekarang jauh lebih keren",1
"MANTAP INI IKN BUAT CHINA, SEKARANG UDAH ADA LAGI UU INVESTOR LELUASA 190 TAHUN VOC GAYA LAMA , TAHUN 2024 HARUS PEMIMPIN BARU JANGAN SAMPAI FILM THE SIMPSONS BENAR KALIMANTAN SULAWESI JADI SINGAPORE🎉",1
@@user-sy4ok6zg9y BUZZER bngsat mulai muncul😂🤣😂,0
"@@ReighaKhaleed waduh saya ngomong apa saja yg membela, dibilang buzzer",0
"@@ReighaKhaleed yakin ini menguntungkan cina? mungkin ada sebagian tka, tapi aslinya negara maju itu ketar ketir lihat indonesia mengambil langkah ini. <br>investor juga tidak sama dengan voc, sistemnya beda, diberi HGU tidak berarti punya kekuatan untuk menjajah wilayah tersebut",0
"Setuju , optimis dg project IKN, tp hrs bnr2 dikawal agar tdk dikorupsi",0
Bayar utangx gimana bro?? Trs yg punya lahan ternyata bkn pemerintah.. Ky gmn??,1
"adanya IKN memang menjadi pro kontra di masyarakat tapi aku sebagai pemuda asli penajam yang lahir besar sekolah disana sangat bangga. salah satu contoh jalan di sekitar di IKN yang dlunya tdk ada kejelasan soal perbaikan udah beberapa kali pejabat yaitu bupati di ganti , ngk baik baik tuh jalan , jalan yang seharusnya 1,5 jam bisa jadi seharian karna terjebak lumpur, sekarang jalan itu sdh sangat baik full aspal,  membuat ekonomi di daerah tersebut yaitu kecamatan sepaku dan sekitarnya bisa bertumbuh. ini satu hal kecil yang bisa dilihat dari efek pembangunan IKN. aku sekarang kerja di jakarta yang kota nya berkali2 lebih maju di banding kabupaten saya yaitu Penajam Paser Utara, di hati kecil sangat berharap kampung halaman saya dapat menjadi kota maju dan tidak meninggalkan budaya asli kami warga kalimantan khusus nya penajam. Apa yang abang sampaikan dengan harapan dan saan tersebut itupula yang ingin sampaikan, terimakasih sudah speek up soal ini bang. sukses terus bang",1
"Bgmn dgn yg di prop kalsel, kalbar, kalteng Tentunya juga perlu maju. Di sulsel, sulteng,. Sulut, sulbar. Sumatera, ambon, papua.jk anggran hnya untuk IKN mas Bro&#39;?",1
